9.999999999999997e-09	8.329999999999997e-14
1.0460819186432152e-08	1.2870872670766213e-13
1.0942873805122685e-08	1.889034658831383e-13
1.144714242553332e-08	2.641718768986022e-13
1.1974648711484025e-08	3.530967697821364e-13
1.2526463499187715e-08	4.5248813745955606e-13
1.3103706971044467e-08	5.576641498577268e-13
1.3707550929608672e-08	6.630344781797762e-13
1.4339221176344604e-08	7.628570090502699e-13
1.4999999999999985e-08	8.520000000000014e-13
1.4999999999999985e-08	8.520000000000014e-13
1.5487215479641784e-08	9.065693317795176e-13
1.5990256220857113e-08	9.528429839303426e-13
1.6509636244473124e-08	9.903329368605607e-13
1.704588626724396e-08	1.0189698836633125e-12
1.7599554244151644e-08	1.0390642258483323e-12
1.8171205928321392e-08	1.0512476381333944e-12
1.8761425449123856e-08	1.056403779635715e-12
1.937081590905447e-08	1.0555961787891162e-12
1.9999999999999997e-08	1.0500000000000012e-12
1.9999999999999997e-08	1.0500000000000012e-12
2.0921638372864304e-08	1.0359546698561494e-12
2.1885747610245374e-08	1.0159372387184815e-12
2.289428485106664e-08	9.910909394300328e-13
2.394929742296805e-08	9.625570010651735e-13
2.5052926998375433e-08	9.314328681656129e-13
2.6207413942088937e-08	8.987411718901529e-13
2.7415101859217348e-08	8.654092198361541e-13
2.867844235268921e-08	8.322580905276886e-13
2.999999999999998e-08	7.999999999999987e-13
2.999999999999998e-08	7.999999999999987e-13
3.097443095928357e-08	7.779439759521929e-13
3.198051244171423e-08	7.565620989572057e-13
3.3019272488946255e-08	7.35775912585023e-13
3.4091772534487926e-08	7.15513908820179e-13
3.5199108488303295e-08	6.957110908081863e-13
3.6342411856642785e-08	6.76308597034017e-13
3.752285089824771e-08	6.57253378307837e-13
3.874163181810894e-08	6.384979196754192e-13
3.9999999999999994e-08	6.199999999999999e-13
3.9999999999999994e-08	6.199999999999999e-13
4.100414593827608e-08	6.058454627982105e-13
4.2033499603186e-08	5.920410502974446e-13
4.308869380063771e-08	5.787864154101698e-13
4.417037722227594e-08	5.662629466007821e-13
4.5279214844272705e-08	5.546359602163429e-13
4.641588833612778e-08	5.440574048449204e-13
4.758109647973276e-08	5.346690036067504e-13
4.877555559895382e-08	5.266057871319544e-13
5.0000000000000044e-08	5.199999999999992e-13
5.0000000000000044e-08	5.199999999999992e-13
5.102322678384244e-08	5.157492228714092e-13
5.2067393428708284e-08	5.124673331030754e-13
5.313292845913057e-08	5.100680441057616e-13
5.4220269169197864e-08	5.084711627319425e-13
5.532986180201921e-08	5.076013642607298e-13
5.6462161732861695e-08	5.073871143170357e-13
5.7617633656035805e-08	5.077597188761905e-13
5.879675177560531e-08	5.086524876863768e-13
5.999999999999995e-08	5.099999999999995e-13
5.999999999999995e-08	5.099999999999995e-13
6.194886191856714e-08	5.129206279992135e-13
6.396102488342846e-08	5.167188853197225e-13
6.603854497789251e-08	5.213029156138255e-13
6.818354506897585e-08	5.265808884178645e-13
7.039821697660659e-08	5.324595507535894e-13
7.268482371328558e-08	5.388429551627604e-13
7.504570179649544e-08	5.456313637209295e-13
7.748326363621789e-08	5.527203341768201e-13
8e-08	5.599999999999995e-13
8e-08	5.599999999999995e-13
8.200829187655218e-08	5.657223917148585e-13
8.4066999206372e-08	5.715433281735478e-13
8.617738760127542e-08	5.775179819317554e-13
8.834075444455189e-08	5.837038210718963e-13
9.055842968854541e-08	5.901607834343565e-13
9.283177667225558e-08	5.969515104211088e-13
9.516219295946553e-08	6.041416450595944e-13
9.755111119790765e-08	6.118001997440072e-13
1.0000000000000009e-07	6.199999999999999e-13
1.0000000000000009e-07	6.199999999999999e-13
1.0460819186432163e-07	6.364862435091908e-13
1.0942873805122697e-07	6.55193600667845e-13
1.1447142425533334e-07	6.763271407073168e-13
1.197464871148404e-07	7.001220863671552e-13
1.252646349918773e-07	7.268483094634049e-13
1.3103706971044483e-07	7.568156167710537e-13
1.3707550929608687e-07	7.903799773232688e-13
1.4339221176344622e-07	8.279508738655622e-13
1.5000000000000005e-07	8.700000000000004e-13
1.5000000000000005e-07	8.700000000000004e-13
1.54872154796418e-07	9.027872394341243e-13
1.5990256220857104e-07	9.379557341204794e-13
1.6509636244473142e-07	9.753298262165072e-13
1.704588626724398e-07	1.0146922886506316e-12
1.7599554244151634e-07	1.0557774120632639e-12
1.8171205928321379e-07	1.0982645977377138e-12
1.8761425449123874e-07	1.1417727525217096e-12
1.9370815909054456e-07	1.1858558408507546e-12
1.9999999999999986e-07	1.2300000000000012e-12
1.9999999999999986e-07	1.2300000000000012e-12
2.092163837286429e-07	1.2915266543219855e-12
2.1885747610245355e-07	1.3523350303552006e-12
2.2894284851066628e-07	1.4128487175310688e-12
2.394929742296808e-07	1.4736190992130778e-12
2.505292699837541e-07	1.5353267428120259e-12
2.6207413942088966e-07	1.5987853408833214e-12
2.741510185921738e-07	1.664949431027413e-12
2.8678442352689243e-07	1.7349272196549703e-12
3.000000000000001e-07	1.81e-12
3.000000000000001e-07	1.81e-12
3.0974430959283606e-07	1.8669762147981646e-12
3.1980512441714265e-07	1.926723032159376e-12
3.3019272488946284e-07	1.988636178690464e-12
3.4091772534487965e-07	2.0520227726225435e-12
3.51991084883033e-07	2.1160945002608053e-12
3.6342411856642794e-07	2.1799635534795437e-12
3.7522850898247753e-07	2.2426419857384415e-12
3.8741631818108913e-07	2.3030451673834465e-12
4.000000000000001e-07	2.359999999999996e-12
4.000000000000001e-07	2.359999999999996e-12
4.1004145938276057e-07	2.4012889643958777e-12
4.203349960318601e-07	2.440857263888291e-12
4.3088693800637686e-07	2.4798867662878793e-12
4.4170377222275946e-07	2.519641772511458e-12
4.5279214844272673e-07	2.5614695779985856e-12
4.6415888336127794e-07	2.606807913287994e-12
4.758109647973273e-07	2.6572000842188654e-12
4.877555559895383e-07	2.7143188026839125e-12
5.000000000000001e-07	2.779999999999996e-12
5.000000000000001e-07	2.779999999999996e-12
5.102322678384241e-07	2.8410959329994377e-12
5.206739342870825e-07	2.9083897831949035e-12
5.313292845913054e-07	2.980943430832819e-12
5.422026916919782e-07	3.057722534400856e-12
5.532986180201922e-07	3.1375772781335513e-12
5.646216173286172e-07	3.2192270593341202e-12
5.761763365603583e-07	3.3012499803864385e-12
5.879675177560532e-07	3.3820781637447245e-12
5.999999999999998e-07	3.459999999999994e-12
5.999999999999998e-07	3.459999999999994e-12
6.194886191856721e-07	3.5739972587764787e-12
6.396102488342844e-07	3.6775068848175385e-12
6.603854497789253e-07	3.772217710663337e-12
6.818354506897594e-07	3.860173222559712e-12
7.039821697660655e-07	3.943723326865816e-12
7.268482371328559e-07	4.025487654512961e-12
7.504570179649552e-07	4.1083343997513e-12
7.748326363621784e-07	4.195378156896183e-12
8.000000000000003e-07	4.290000000000006e-12
8.000000000000003e-07	4.290000000000006e-12
8.200829187655211e-07	4.370555040168411e-12
8.406699920637202e-07	4.457309601941603e-12
8.617738760127537e-07	4.549661958814188e-12
8.834075444455189e-07	4.646958522362259e-12
9.055842968854536e-07	4.748484409253617e-12
9.28317766722556e-07	4.853454994261463e-12
9.516219295946547e-07	4.961008639773359e-12
9.75511111979077e-07	5.070200833333288e-12
1.0000000000000002e-06	5.180000000000001e-12
1.0000000000000002e-06	5.180000000000001e-12
1.0460819186432147e-06	5.378550141389913e-12
1.094287380512269e-06	5.575387573983947e-12
1.1447142425533326e-06	5.7705521839255506e-12
1.1974648711484041e-06	5.9641731203639215e-12
1.252646349918772e-06	6.15646985687839e-12
1.3103706971044484e-06	6.3477528821497045e-12
1.3707550929608676e-06	6.538424186351924e-12
1.4339221176344637e-06	6.728977718845409e-12
1.5000000000000007e-06	6.920000000000001e-12
1.5000000000000007e-06	6.920000000000001e-12
1.5487215479641816e-06	7.056239209851251e-12
1.5990256220857122e-06	7.193657380803226e-12
1.6509636244473144e-06	7.332904879953845e-12
1.7045886267243984e-06	7.474683287108676e-12
1.7599554244151653e-06	7.619747433695877e-12
1.8171205928321397e-06	7.768908162888344e-12
1.876142544912388e-06	7.923035902891663e-12
1.937081590905446e-06	8.083065153864887e-12
2.0000000000000003e-06	8.250000000000002e-12
2.0000000000000003e-06	8.250000000000002e-12
2.0921638372864298e-06	8.497871259857969e-12
2.188574761024538e-06	8.757208442547515e-12
2.2894284851066634e-06	9.023085231061141e-12
2.394929742296806e-06	9.289936751564554e-12
2.5052926998375443e-06	9.551537204764923e-12
2.620741394208897e-06	9.801015930401155e-12
2.7415101859217357e-06	1.003091890773489e-11
2.867844235268925e-06	1.023332193179627e-11
2.9999999999999992e-06	1.0400000000000015e-11
2.9999999999999992e-06	1.0400000000000015e-11
3.097443095928361e-06	1.0492844840811264e-11
3.1980512441714218e-06	1.05654584682394e-11
3.3019272488946263e-06	1.0619956315224083e-11
3.409177253448797e-06	1.0658608303516963e-11
3.5199108488303277e-06	1.0683800406235903e-11
3.6342411856642797e-06	1.0698000725554593e-11
3.7522850898247764e-06	1.0703730746178037e-11
3.874163181810893e-06	1.0703542224071816e-11
4.0000000000000015e-06	1.0700000000000004e-11
4.0000000000000015e-06	1.0700000000000004e-11
4.100414593827606e-06	1.0696029890103501e-11
4.203349960318602e-06	1.068949355140914e-11
4.3088693800637696e-06	1.0678304124487864e-11
4.417037722227596e-06	1.06603881737884e-11
4.527921484427268e-06	1.0633696771571094e-11
4.64158883361278e-06	1.0596220514574995e-11
